Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone Scribbles
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Factory Block
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Tyrian
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Bauxite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uranium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Constantan
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Coke Brick
chiselsandbits:block_bit:0, Chiseled Bit - Blast Brick
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Blast Brick
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal Coke
chiselsandbits:block_bit:0, Chiseled Bit - Hempcrete
chiselsandbits:block_bit:0, Chiseled Bit - Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Concrete Tile
chiselsandbits:block_bit:0, Chiseled Bit - Leaded Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Insulating Glass
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Copper Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Aluminium Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Lead Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Silver Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Constantan Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Electrum Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Steel Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Iron Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Gold Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Copper Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - Electrum Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - High-Voltage Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Heavy Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Generator Block
chiselsandbits:block_bit:0, Chiseled Bit - Radiator Block
chiselsandbits:block_bit:0, Chiseled Bit - Asphalt Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Rusty Ladder
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - Salt Block
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Thorium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Boron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnesium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block
chiselsandbits:block_bit:0, Chiseled Bit - Lead Block
chiselsandbits:block_bit:0, Chiseled Bit - Thorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Block
chiselsandbits:block_bit:0, Chiseled Bit - Boron Block
chiselsandbits:block_bit:0, Chiseled Bit - Lithium Block
chiselsandbits:block_bit:0, Chiseled Bit - Magnesium Block
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Block
chiselsandbits:block_bit:0, Chiseled Bit - Beryllium Block
chiselsandbits:block_bit:0, Chiseled Bit - Zirconium Block
chiselsandbits:block_bit:0, Chiseled Bit - Reactor Casing
chiselsandbits:block_bit:0, Chiseled Bit - Blast Block
chiselsandbits:block_bit:0, Chiseled Bit - Empty Cooler
chiselsandbits:block_bit:0, Chiseled Bit - Water Cooler
